Player;Nation;Pos;Squad;Comp;Age;Born;90s;G/Sh;PasAss;ScaDrib;Tkl+Int
Dejan Lovren;CRO;DF;Lyon;Ligue 1;33;1989;4.7;0;0.21;0;2.77
Jamal Lowe;JAM;MFFW;Bournemouth;Premier League;28;1994;0.1;0;0;0;0
Anthony Lozano;HON;FW;Cádiz;La Liga;29;1993;12.7;0;0.55;0.39;0.47
Hirving Lozano;MEX;FW;Napoli;Serie A;27;1995;10.9;0.07;1.74;0.28;1.38
Pol Lozano;ESP;MF;Espanyol;La Liga;23;1999;0.2;0;0;0;0
Jean Lucas;BRA;MF;Monaco;Ligue 1;24;1998;3.2;0;0.94;0;4.06
Jhon Lucumí;COL;DF;Bologna;Serie A;24;1998;17.2;0;0.23;0;3.37
José Luis Gayà;ESP;DF;Valencia;La Liga;27;1995;16.5;0.08;2.24;0.24;3.39
José Luis Morales;ESP;FWMF;Villarreal;La Liga;35;1987;6.6;0.06;0.45;0.61;0.76
José Luis Palomino;ARG;DF;Atalanta;Serie A;33;1990;4.4;0.33;0.45;0.23;5.91
Douglas Luiz;BRA;MF;Aston Villa;Premier League;24;1998;15.9;0.12;1.64;0.13;3.71
Romelu Lukaku;BEL;FW;Inter;Serie A;29;1993;4.4;0.11;1.14;0.23;0.23
Castello Lukeba;FRA;DF;Lyon;Ligue 1;20;2002;18.2;0.2;0.11;0;2.47
Dodi Lukebakio;BEL;FWMF;Hertha BSC;Bundesliga;25;1997;16.5;0.13;0.91;0.48;1.21
Andriy Lunin;UKR;GK;Real Madrid;La Liga;24;1999;5;0;0;0;0
Andrey Lunyov;RUS;GK;Leverkusen;Bundesliga;31;1991;1;0;0;0;0
Sebastiano Luperto;ITA;DF;Empoli;Serie A;26;1996;19;0.17;0.16;0;2.05
Lyanco;BRA;DF;Southampton;Premier League;26;1997;7.7;0;0.13;0;3.51
Charalambos Lykogiannis;GRE;DF;Bologna;Serie A;29;1993;9.9;0.06;1.41;0.1;2.53
Youssouf M'Changama;COM;MF;Auxerre;Ligue 1;32;1990;6.9;0;1.16;0;3.04
Awer Mabil;AUS;MFFW;Cádiz;La Liga;27;1995;1.8;0;0.56;0;1.11
Alexis Mac Allister;ARG;MF;Brighton;Premier League;24;1998;17.2;0.06;1.05;0.12;3.95
Deiver Machado;COL;DFMF;Lens;Ligue 1;29;1993;15.3;0.1;0.52;0;3.27
Darwin Machís;VEN;FW;Valladolid;La Liga;30;1993;2;0;2;0;2
James Maddison;ENG;MFFW;Leicester City;Premier League;26;1996;14.1;0.2;2.48;0.21;2.48
Noni Madueke;ENG;FW;Chelsea;Premier League;20;2002;1.2;0;1.67;0.83;1.67
Pablo Maffeo;ESP;DF;Mallorca;La Liga;25;1997;17.3;0.1;0.75;0.06;2.89
Lisandro Magallán;ARG;DF;Elche;La Liga;29;1993;1.4;0;0;0;2.14
Soungoutou Magassa;MLI;MF;Monaco;Ligue 1;19;2003;0.8;0;0;0;5
Giulio Maggiore;ITA;MF;Salernitana;Serie A;24;1998;7.3;0;0.41;0;3.01
Giangiacomo Magnani;ITA;DF;Hellas Verona;Serie A;27;1995;4.7;0;0.21;0;4.68
Hugo Magnetti;FRA;MF;Brest;Ligue 1;24;1998;10.6;0;0.75;0;4.34
Yohann Magnin;FRA;MFDF;Clermont Foot;Ligue 1;25;1997;18.5;0;0.76;0.05;4.27
Harry Maguire;ENG;DF;Manchester Utd;Premier League;29;1993;4.3;0;0.23;0;2.56
Jon Magunacelaya;ESP;MFFW;Real Sociedad;La Liga;22;2000;0.7;0;2.86;0;1.43
Riyad Mahrez;ALG;FWMF;Manchester City;Premier League;31;1991;10;0.17;2.3;0.3;1.5
Arne Maier;GER;MF;Augsburg;Bundesliga;24;1999;10.3;0.07;1.36;0;2.04
Mike Maignan;FRA;GK;Milan;Serie A;27;1995;7;0;0;0;0.14
Linton Maina;GER;FWMF;Köln;Bundesliga;23;1999;12.2;0.09;1.56;0.25;1.23
Ainsley Maitland-Niles;ENG;MFDF;Southampton;Premier League;25;1997;7;0;0.86;0;4
Lovro Majer;CRO;MFFW;Rennes;Ligue 1;25;1998;8.9;0;2.02;0.11;3.6
Jean-Victor Makengo;FRA;MF;Udinese;Serie A;24;1998;8.9;0;0.56;0.11;2.81
Jean-Victor Makengo;FRA;MF;Lorient;Ligue 1;24;1998;1.4;0;0.71;0;2.86
Béni Makouana;CGO;FWMF;Montpellier;Ligue 1;20;2002;2.2;0;0.45;0;0.45
Tyrell Malacia;NED;DF;Manchester Utd;Premier League;23;1999;9.4;0;0.11;0;4.26
Lorenzo Malagrida;ITA;MF;Sampdoria;Serie A;19;2003;0.1;0;0;0;0
Daniel Maldini;ITA;FWMF;Spezia;Serie A;21;2001;3.6;0.14;0.28;0.28;2.22
Youssef Maleh;ITA;MF;Fiorentina;Serie A;24;1998;3.3;0;1.82;0;1.21
Youssef Maleh;ITA;MF;Lecce;Serie A;24;1998;2;0;0.5;0;4
Donyell Malen;NED;FW;Dortmund;Bundesliga;24;1999;9.1;0;1.65;0.44;0.99
Ruslan Malinovskyi;UKR;MFFW;Atalanta;Serie A;29;1993;6.1;0.05;2.13;0.16;3.11
Ruslan Malinovskyi;UKR;MFFW;Marseille;Ligue 1;29;1993;4.1;0.07;2.2;0.49;1.71
Hugo Mallo;ESP;DF;Celta Vigo;La Liga;31;1991;13.4;0;0.45;0.07;2.76
Mickael Malsa;MTQ;MF;Valladolid;La Liga;27;1995;0.8;0;0;0;5
Giorgi Mamardashvili;GEO;GK;Valencia;La Liga;22;2000;21;0;0;0;0.05
Hianga Mananga Mbock;FRA;MF;Brest;Ligue 1;23;1999;0.2;0;0;0;0
Gianluca Mancini;ITA;DF;Roma;Serie A;26;1996;20.2;0;0.5;0;3.17
Steve Mandanda;FRA;GK;Rennes;Ligue 1;37;1985;19.5;0;0.05;0;0
Reinildo Mandava;MOZ;DF;Atlético Madrid;La Liga;29;1994;18.4;0;0.49;0;4.24
Aïssa Mandi;ALG;DF;Villarreal;La Liga;31;1991;4.9;0;0.2;0;3.67
Rolando Mandragora;ITA;MF;Fiorentina;Serie A;25;1997;10.2;0.05;1.37;0;3.04
Sadio Mané;SEN;FW;Bayern Munich;Bundesliga;30;1992;10.1;0.13;1.19;0.3;0.5
Orel Mangala;BEL;MF;Nott'ham Forest;Premier League;24;1998;7.7;0;0.26;0;2.99
Thomas Mangani;FRA;MF;Ajaccio;Ligue 1;35;1987;9.9;0;2.22;0;4.04
Vito Mannone;ITA;GK;Lorient;Ligue 1;34;1988;8.9;0;0;0;0
Javier Manquillo;ESP;DF;Newcastle Utd;Premier League;28;1994;0.1;0;0;0;10
Myziane Maolida;FRA;FW;Reims;Ligue 1;23;1999;0.2;0;0;0;5
Myziane Maolida;FRA;FWMF;Hertha BSC;Bundesliga;23;1999;1.1;0;0.91;0;0.91
Faitout Maouassa;FRA;DFFW;Montpellier;Ligue 1;24;1998;13.2;0.07;1.29;0.08;3.41
Sekou Mara;FRA;FWMF;Southampton;Premier League;20;2002;3.6;0;1.11;0.56;2.78
Maranhão;BRA;FWMF;Valencia;La Liga;26;1996;4.8;0.06;0.63;0.63;0.83
Marcão;BRA;DF;Sevilla;La Liga;26;1996;4;0;0;0;1.75
Solly March;ENG;FWDF;Brighton;Premier League;28;1994;20.1;0.11;1.54;0.4;2.39
Agustín Marchesín;ARG;GK;Celta Vigo;La Liga;34;1988;19;0;0;0;0
Vincent Marchetti;FRA;MF;Ajaccio;Ligue 1;25;1997;18.4;0;0.54;0.05;2.99
Riccardo Marchizza;ITA;DF;Sassuolo;Serie A;24;1998;1.2;0;0.83;0;0.83
Gian Marco Ferrari;ITA;DF;Sassuolo;Serie A;30;1992;17;0.2;0.06;0;2
Emiliano Marcondes;DEN;MF;Bournemouth;Premier League;27;1995;0.1;0;0;0;0
Óscar de Marcos;ESP;DF;Athletic Club;La Liga;33;1989;18;0;1.39;0;2.78
José Mari;ESP;MF;Cádiz;La Liga;35;1987;3.6;0;1.39;0;5
Pablo Marí;ESP;DF;Monza;Serie A;29;1993;12.6;0.2;0.08;0;2.54
José María Giménez;URU;DF;Atlético Madrid;La Liga;28;1995;11.2;0;0.18;0;2.95
Mariano;DOM;FW;Real Madrid;La Liga;29;1993;0.5;0;2;0;2
Pablo Marín;ESP;MFFW;Real Sociedad;La Liga;19;2003;3.6;0;1.67;0.56;3.06
Guillermo Maripán;CHI;DF;Monaco;Ligue 1;28;1994;16.5;0.25;0.12;0;3.58
Marlon;BRA;DF;Monza;Serie A;27;1995;11.8;0;0.08;0;2.97
Omar Marmoush;EGY;FW;Wolfsburg;Bundesliga;24;1999;8.8;0.12;0.57;0.68;1.7
Marquinhos;BRA;MF;Arsenal;Premier League;19;2003;0;0;0;0;0
Marquinhos;BRA;DF;Paris S-G;Ligue 1;28;1994;20.3;0.17;0.2;0;1.72
Luca Marrone;ITA;DF;Monza;Serie A;32;1990;1.5;0;0;0;0
Eric Martel;GER;MF;Köln;Bundesliga;20;2002;11.4;0;0.26;0;4.21
Roger Martí;ESP;FW;Elche;La Liga;32;1991;7.3;0;1.37;0;0.82
Roger Martí;ESP;FW;Cádiz;La Liga;32;1991;1.7;0;0;0;1.76
Anthony Martial;FRA;FW;Manchester Utd;Premier League;27;1995;5.1;0.18;0.98;0.2;0.2
Aarón Martín;ESP;DF;Mainz 05;Bundesliga;25;1997;15.8;0.23;1.33;0.06;2.78
Ander Martin;ESP;MFFW;Real Sociedad;La Liga;22;2000;0.5;0;4;2;4
Andrés Martín;ESP;FW;Rayo Vallecano;La Liga;23;1999;1.5;0;0.67;0.67;2
Iván Martín;ESP;MFFW;Girona;La Liga;23;1999;6.2;0.25;0.81;0.16;0.65
Jonas Martin;FRA;MF;Lille;Ligue 1;32;1990;2.1;0;0.48;0;5.71
Martinelli;BRA;FW;Arsenal;Premier League;21;2001;19.2;0.13;1.93;0.21;1.25
Arnau Martinez;ESP;DF;Girona;La Liga;19;2003;15;0.13;1.33;0.07;3.07
Emiliano Martínez;ARG;GK;Aston Villa;Premier League;30;1992;18.4;0;0.11;0;0.05
Iñigo Martínez;ESP;DF;Athletic Club;La Liga;31;1991;9;0;0.44;0;2.44
Lautaro Martínez;ARG;FW;Inter;Serie A;25;1997;18.6;0.15;1.56;0.16;1.18
Lisandro Martínez;ARG;DF;Manchester Utd;Premier League;25;1998;17.4;0.25;0.29;0;3.51
Lucas Martínez Quarta;ARG;DF;Fiorentina;Serie A;26;1996;13.1;0.06;0.38;0;5.8
Roger Martínez;ESP;DF;Espanyol;La Liga;18;2004;0.1;0;0;0;0
Gelson Martins;POR;MFFW;Monaco;Ligue 1;27;1995;3.7;0;0.81;0.27;4.86
Omar Mascarell;ESP;MF;Elche;La Liga;30;1993;17.2;0;0.64;0.06;2.79
Adam Masina;MAR;DF;Udinese;Serie A;29;1994;3.4;1;0.29;0;3.24
Jordi Masip;ESP;GK;Valladolid;La Liga;34;1989;15;0;0;0;0
Han-Noah Massengo;FRA;MFDF;Auxerre;Ligue 1;21;2001;1.2;0;0.83;0.83;2.5
Yanis Massolin;FRA;MF;Clermont Foot;Ligue 1;20;2002;0.5;0;0;0;8
Jaime Mata;ESP;FW;Getafe;La Liga;34;1988;0.5;0;0;0;0
Pape Matar Sarr;SEN;MF;Tottenham;Premier League;20;2002;1.5;0;0.67;0;7.33
Eliot Matazo;BEL;MFFW;Monaco;Ligue 1;20;2002;6;0;0;0;1.67
Jean-Philippe Mateta;FRA;FW;Crystal Palace;Premier League;25;1997;5.7;0.06;0.88;0;1.05
Joël Matip;CMR;DF;Liverpool;Premier League;31;1991;7.1;0;0.28;0;2.96
Henning Matriciani;GER;DF;Schalke 04;Bundesliga;22;2000;9.7;0;0.1;0;3.4
Chrislain Matsima;FRA;DFMF;Lorient;Ligue 1;20;2002;2.5;0;0;0;0.8
Azor Matusiwa;NED;MF;Reims;Ligue 1;24;1998;14.8;0;0.68;0;4.86
Neal Maupay;FRA;FW;Everton;Premier League;26;1996;7.9;0.06;0.63;0;1.01
Aïman Maurer;MAR;MF;Clermont Foot;Ligue 1;18;2004;1.6;0;0.63;0;1.88
Stephy Mavididi;ENG;FW;Montpellier;Ligue 1;24;1998;8.8;0.11;0.34;0.34;1.93
Konstantinos Mavropanos;GRE;DF;Stuttgart;Bundesliga;25;1997;15.8;0.07;0.57;0.13;4.68
Christian Mawissa;FRA;DF;Toulouse;Ligue 1;17;2005;1.1;0;0;0;4.55
Philipp Max;GER;DF;Eint Frankfurt;Bundesliga;29;1993;0.8;0;0;0;1.25
Eric Maxim Choupo-Moting;CMR;FW;Bayern Munich;Bundesliga;33;1989;9.3;0.3;1.29;0.22;0.86
Luís Maximiano;POR;GK;Lazio;Serie A;24;1999;0.1;0;0;0;0
Fernand Mayembo;CGO;DF;Ajaccio;Ligue 1;27;1996;6;0;0.17;0;1.67
Borja Mayoral;ESP;FW;Getafe;La Liga;25;1997;18;0.14;0.61;0.11;0.5
Noussair Mazraoui;MAR;DF;Bayern Munich;Bundesliga;25;1997;6.2;0;1.61;0;3.71
Pasquale Mazzocchi;ITA;DF;Salernitana;Serie A;27;1995;13.3;0.18;1.95;0.23;1.95
Kevin Mbabu;SUI;DFFW;Fulham;Premier League;27;1995;1.6;0;1.25;0.63;3.75
Kylian Mbappé;FRA;FW;Paris S-G;Ligue 1;24;1998;16.3;0.15;1.84;0.37;0.49
Mamadou Mbaye;SEN;DF;Cádiz;La Liga;24;1998;6;0;0.17;0;1.5
Chancel Mbemba;COD;DF;Marseille;Ligue 1;28;1994;21.4;0.13;0.14;0;2.66
Bryan Mbeumo;CMR;FW;Brentford;Premier League;23;1999;18.4;0.11;1.36;0.11;0.82
Jason Mbock;FRA;MFFW;Angers;Ligue 1;23;1999;0.3;0;3.33;0;0
Nathanael Mbuku;FRA;FWMF;Reims;Ligue 1;20;2002;0.7;0;0;0;2.86
John McGinn;SCO;MF;Aston Villa;Premier League;28;1994;13.6;0;0.59;0.07;3.68
Scott McKenna;SCO;DF;Nott'ham Forest;Premier League;26;1996;16.2;0;0.43;0;1.42
Weston McKennie;USA;MF;Leeds United;Premier League;24;1998;1.4;0;0;0;4.29
Weston McKennie;USA;MFDF;Juventus;Serie A;24;1998;11.7;0.13;0.68;0;2.14
Dwight McNeil;ENG;FWDF;Everton;Premier League;23;1999;10.9;0.15;1.38;0.18;3.49
Scott McTominay;SCO;MF;Manchester Utd;Premier League;26;1996;8.4;0;0.36;0;3.33
Gary Medel;CHI;MFDF;Bologna;Serie A;35;1987;14.1;0;0.28;0;3.12
Facundo Medina;ARG;DF;Lens;Ligue 1;23;1999;18.9;0.13;0.53;0;2.01
Ben Mee;ENG;DF;Brentford;Premier League;33;1989;20.4;0.2;0.15;0;2.4
Bamo Meïté;CIV;DF;Lorient;Ligue 1;21;2001;2.8;0;0;0;1.43
Soualiho Meïté;FRA;MF;Cremonese;Serie A;28;1994;12.7;0;0.55;0;2.83
Farid El Melali;ALG;FWDF;Angers;Ligue 1;25;1997;4.4;0;0.68;0.23;4.77
Gonzalo Melero;ESP;MF;Almería;La Liga;29;1994;12;0.14;1.17;0.08;1.83
Birger Meling;NOR;DF;Rennes;Ligue 1;28;1994;5.9;0;0.17;0;3.56
Memphis;NED;FW;Barcelona;La Liga;28;1994;1.3;0.17;2.31;0.77;1.54
Memphis;NED;FW;Atlético Madrid;La Liga;28;1994;0.2;0;5;0;0
Houboulang Mendes;FRA;DF;Almería;La Liga;24;1998;7.7;0;0.52;0.13;2.21
Nuno Mendes;POR;DFMF;Paris S-G;Ligue 1;20;2002;10;0.2;1.7;0.1;3.4
Thiago Mendes;BRA;DFMF;Lyon;Ligue 1;30;1992;16.5;0;0.55;0;4.55
Brais Méndez;ESP;MF;Real Sociedad;La Liga;26;1997;16.1;0.18;1.68;0.25;2.92
Diego Méndez;ESP;MF;Rayo Vallecano;La Liga;19;2003;0;0;0;0;1
Antoine Mendy;FRA;DF;Nice;Ligue 1;18;2004;1.9;0;1.05;0;4.21
Arial Mendy;SEN;DF;Clermont Foot;Ligue 1;28;1994;2.5;0;0.4;0;3.2
Batista Mendy;FRA;MFDF;Angers;Ligue 1;23;2000;18;0;0.39;0.06;3
Edouard Mendy;SEN;GK;Chelsea;Premier League;30;1992;8.5;0;0;0;0
Ferland Mendy;FRA;DF;Real Madrid;La Liga;27;1995;12.5;0;1.04;0.08;2.4
Nampalys Mendy;SEN;MF;Leicester City;Premier League;30;1992;4.7;0.5;0.21;0;2.77
Gideon Mensah;GHA;DF;Auxerre;Ligue 1;24;1998;12.9;0;1.01;0;4.81
Chris Mepham;WAL;DF;Bournemouth;Premier League;25;1997;17.3;0;0.17;0;2.37
Alex Meret;ITA;GK;Napoli;Serie A;25;1997;21;0;0;0;0
Mikel Merino;ESP;MF;Real Sociedad;La Liga;26;1996;14.3;0.04;1.61;0.07;3.92
Quentin Merlin;FRA;DF;Nantes;Ligue 1;20;2002;14.1;0;1.77;0.14;2.84
Yýldýrým Mert Çetin;TUR;DF;Lecce;Serie A;26;1997;0.2;0;0;0;10
Roque Mesa;ESP;MF;Valladolid;La Liga;33;1989;11.9;0.12;1.34;0.08;2.27
Illan Meslier;FRA;GK;Leeds United;Premier League;22;2000;21;0;0;0;0.1
Lionel Messi;ARG;MFFW;Paris S-G;Ligue 1;35;1987;17.5;0.13;2.57;0.57;0.97
Junior Messias;BRA;FWDF;Milan;Serie A;31;1991;9.8;0.12;0.82;0.41;1.63
Thomas Meunier;BEL;DF;Dortmund;Bundesliga;31;1991;6.3;0;0.95;0;3.81
Alexander Meyer;GER;GK;Dortmund;Bundesliga;31;1991;4;0;0;0;0
Sven Michel;GER;FW;Union Berlin;Bundesliga;32;1990;2.9;0.33;0.69;0;1.72
Alexander Mighten;ENG;FW;Nott'ham Forest;Premier League;20;2002;0.1;0;0;0;0
Tommaso Milanese;ITA;MF;Cremonese;Serie A;20;2002;0.3;0;10;0;0
Arkadiusz Milik;POL;FW;Juventus;Serie A;28;1994;11;0.21;0.73;0;0.64
Arkadiusz Milik;POL;FW;Marseille;Ligue 1;28;1994;1.4;0;0.71;0;0.71
Éder Militão;BRA;DF;Real Madrid;La Liga;25;1998;13.5;0.25;0.22;0;2.96
Luis Milla;ESP;MF;Getafe;La Liga;28;1994;12.9;0;1.63;0.08;3.8
Pere Milla;ESP;FWMF;Elche;La Liga;30;1992;13.4;0.14;0.9;0.07;2.24
Enzo Millot;FRA;MF;Stuttgart;Bundesliga;20;2002;3.9;0;0.77;0.26;4.87
James Milner;ENG;DFMF;Liverpool;Premier League;37;1986;6.1;0;1.48;0.49;3.28
Kim Min-jae;KOR;DF;Napoli;Serie A;26;1996;19.5;0.4;0.41;0;2.82
Yerry Mina;COL;DF;Everton;Premier League;28;1994;2.6;0.33;0;0;4.23
Takumi Minamino;JPN;MFFW;Monaco;Ligue 1;28;1995;5.3;0.1;1.13;0;2.83
Tyrone Mings;ENG;DF;Aston Villa;Premier League;29;1993;19;0;0.16;0;2.11
Óscar Mingueza;ESP;DF;Celta Vigo;La Liga;23;1999;10.7;0;0.75;0;3.36
Rafa Mir;ESP;FW;Sevilla;La Liga;25;1997;8.5;0.09;0.59;0;0.94
Aleksei Miranchuk;RUS;MF;Torino;Serie A;27;1995;12.9;0.17;2.02;0.08;0.47
Juan Miranda;ESP;DF;Betis;La Liga;23;2000;3;0;1.33;0;3.33
Fabio Miretti;ITA;MFFW;Juventus;Serie A;19;2003;9.2;0;1.3;0.33;2.07
Tyrick Mitchell;ENG;DF;Crystal Palace;Premier League;23;1999;16.2;0;0.49;0.06;3.21
Kaoru Mitoma;JPN;FWDF;Brighton;Premier League;25;1997;10.3;0.26;1.26;0.49;2.52
Maximilian Mittelstädt;GER;DF;Hertha BSC;Bundesliga;25;1997;5.9;0;1.36;0.34;6.61
Henrikh Mkhitaryan;ARM;MF;Inter;Serie A;34;1989;12.8;0.08;0.86;0;2.73
Anthony Modeste;FRA;FW;Dortmund;Bundesliga;34;1988;8.3;0.1;0.84;0;0.72
Terem Moffi;NGA;FW;Nice;Ligue 1;23;1999;1.8;0;1.11;0.56;0
Terem Moffi;NGA;FW;Lorient;Ligue 1;23;1999;15.4;0.33;0.58;0.39;0.71
Mostafa Mohamed;EGY;FW;Nantes;Ligue 1;25;1997;13.4;0.15;0.9;0.15;1.04
Tobias Mohr;GER;DFMF;Schalke 04;Bundesliga;27;1995;7.8;0;1.92;0;1.92
Johan Mojica;COL;DF;Villarreal;La Liga;30;1992;5.1;0;1.57;0;2.75
Johan Mojica;COL;DFMF;Elche;La Liga;30;1992;3;0;1;0;3.33
Clinton Mola;ENG;DF;Stuttgart;Bundesliga;21;2001;0.2;0;0;0;20
Nahuel Molina;ARG;DF;Atlético Madrid;La Liga;24;1998;15.3;0;1.18;0.07;2.55
Salvatore Molina;ITA;DF;Monza;Serie A;31;1992;2.5;0;0.8;0;2.8
Florent Mollet;FRA;MFFW;Nantes;Ligue 1;31;1991;1.7;0;2.35;0;1.76
Florent Mollet;FRA;MF;Schalke 04;Bundesliga;31;1991;4.6;0.09;0.87;0;1.09
Jon Moncayola;ESP;MFFW;Osasuna;La Liga;24;1998;13.6;0;0.66;0;2.13
Monchu;ESP;MF;Valladolid;La Liga;23;1999;11.1;0.07;1.17;0;3.6
César Montes;MEX;DF;Espanyol;La Liga;25;1997;3.5;0;0;0;2.57
Daniele Montevago;ITA;FW;Sampdoria;Serie A;19;2003;2.6;0;1.54;0;0.38
Gonzalo Montiel;ARG;DF;Sevilla;La Liga;26;1997;8.9;0;1.24;0;2.58
Lorenzo Montipò;ITA;GK;Hellas Verona;Serie A;26;1996;21;0;0;0;0
Martín Montoya;ESP;DF;Betis;La Liga;31;1991;2;0;1;0;4.5
Kieffer Moore;WAL;FW;Bournemouth;Premier League;30;1992;12.4;0.24;0.32;0.08;1.13
Andrew Moran;IRL;FW;Brighton;Premier League;19;2003;0.1;0;0;0;0
Álvaro Morata;ESP;FW;Atlético Madrid;La Liga;30;1992;12.9;0.18;0.93;0.16;0.93
Jon Morcillo;ESP;FWMF;Athletic Club;La Liga;24;1998;0.7;0;5.71;0;2.86
Alberto Moreno;ESP;DFFW;Villarreal;La Liga;30;1992;6.7;0;1.04;0;3.28
Álex Moreno;ESP;DF;Aston Villa;Premier League;29;1993;2.4;0;1.25;0;1.25
Álex Moreno;ESP;DF;Betis;La Liga;29;1993;15;0;0.6;0.2;3.07
Diego Moreno;ESP;DF;Osasuna;La Liga;21;2001;4.6;0;0.43;0.43;1.09
Gerard Moreno;ESP;FW;Villarreal;La Liga;30;1992;10.2;0.14;1.47;0.29;0.98
Marlos Moreno;COL;MFDF;Troyes;Ligue 1;26;1996;0.1;0;0;0;20
Tete Morente;ESP;MFDF;Elche;La Liga;26;1996;8.9;0;0.45;0.11;1.8
Ilaix Moriba;GUI;MF;Valencia;La Liga;20;2003;6.3;0;1.11;0.16;3.33
Manu Morlanes;ESP;MF;Villarreal;La Liga;24;1999;1.8;0;0;0;2.22
Manu Morlanes;ESP;MF;Mallorca;La Liga;24;1999;0.3;0;0;0;3.33
Nikola Moro;CRO;MF;Bologna;Serie A;24;1998;4.6;0;1.09;0;2.39
Loren Morón;ESP;FW;Betis;La Liga;29;1993;0.2;0;0;0;10
Cristhian Mosquera;COL;DF;Valencia;La Liga;18;2004;1.6;0;0;0;3.13
Dany Mota;POR;FWMF;Monza;Serie A;24;1998;11.1;0.2;0.99;0.18;0.63
Lebo Mothiba;RSA;FWMF;Strasbourg;Ligue 1;27;1996;2.9;0.33;0;0;0.34
Youssoufa Moukoko;GER;FW;Dortmund;Bundesliga;18;2004;10.5;0.21;0.76;0.48;1.24
Steve Mounié;BEN;FW;Brest;Ligue 1;28;1994;5.7;0.13;0.53;0;1.23
Mason Mount;ENG;MFFW;Chelsea;Premier League;24;1999;17.1;0.1;1.7;0.12;2.11
Lucas Moura;BRA;MFDF;Tottenham;Premier League;30;1992;1.1;0;0.91;0;8.18
Bevic Moussiti-Oko;CGO;FW;Ajaccio;Ligue 1;28;1995;7.8;0.05;0.64;0.26;0.64
João Moutinho;POR;MF;Wolves;Premier League;36;1986;15.5;0;1.81;0;3.55
João Moutinho;POR;DFFW;Spezia;Serie A;25;1998;0.6;0;1.67;0;11.7
Samuel Moutoussamy;COD;MF;Nantes;Ligue 1;26;1996;12.9;0;0.62;0;3.8
Divin Mubama;ENG;FW;West Ham;Premier League;18;2004;0;0;0;0;0
Mykhailo Mudryk;UKR;FW;Chelsea;Premier League;22;2001;1.6;0;0;0.63;3.75
Nordi Mukiele;FRA;DF;Paris S-G;Ligue 1;25;1997;11.2;0;0.71;0.09;3.48
Mert Müldür;TUR;DF;Sassuolo;Serie A;23;1999;0.1;0;0;0;0
Florian Müller;GER;GK;Stuttgart;Bundesliga;25;1997;19;0;0.11;0;0
Thomas Müller;GER;FWMF;Bayern Munich;Bundesliga;33;1989;9;0.18;2.11;0.11;1.11
Abdul Mumin;GHA;DF;Rayo Vallecano;La Liga;24;1998;2.1;0;0.48;0;0.48
Marshall Munetsi;ZIM;MF;Reims;Ligue 1;26;1996;16;0.09;0.94;0.13;3.19
Iker Muniain;ESP;MF;Athletic Club;La Liga;30;1992;12.3;0;2.52;0.08;1.14
Aihen Muñoz;ESP;DF;Real Sociedad;La Liga;25;1997;8.4;0;0.71;0.24;2.62
Pablo Muñoz;ESP;MF;Rayo Vallecano;La Liga;19;2003;0.1;0;0;0;0
Luis Muriel;COL;FW;Atalanta;Serie A;31;1991;6.4;0;2.34;0.31;0.78
Jeison Murillo;COL;DF;Sampdoria;Serie A;30;1992;7.6;0;0.13;0;2.76
Vedat Muriqi;KVX;FW;Mallorca;La Liga;28;1994;18.4;0.14;0.76;0.11;0.65
Jacob Murphy;ENG;FW;Newcastle Utd;Premier League;27;1995;6.2;0.08;1.13;0.16;1.77
Nicola Murru;ITA;DF;Sampdoria;Serie A;28;1994;4.2;0;0.48;0;4.52
Yunus Musah;USA;MF;Valencia;La Liga;20;2002;15.5;0;0.77;0.32;2.77
Jamal Musiala;GER;MFFW;Bayern Munich;Bundesliga;19;2003;15.1;0.25;2.12;0.6;2.32
Juan Musso;ARG;GK;Atalanta;Serie A;28;1994;15.1;0;0.07;0;0
Suliman Mustapha;AUT;FWMF;Mainz 05;Bundesliga;21;2001;0.8;0;0;1.25;2.5
Yvon Mvogo;SUI;GK;Lorient;Ligue 1;28;1994;13.1;0;0;0;0.15
Enock Mwepu;ZAM;FWMF;Brighton;Premier League;25;1998;2.4;0;1.25;0.42;4.58
Vitaliy Mykolenko;UKR;DFMF;Everton;Premier League;23;1999;19.8;0;0.66;0;3.03
Joakim Mæhle;DEN;DFMF;Atalanta;Serie A;25;1997;11.7;0.15;1.71;0;2.48
Obite N'Dicka;FRA;DF;Eint Frankfurt;Bundesliga;23;1999;18.9;0;0.05;0;1.96
Nathan N'Goumou;FRA;FW;Toulouse;Ligue 1;22;2000;1;0;1;1;5
Nathan N'Goumou;FRA;FW;M'Gladbach;Bundesliga;22;2000;3.4;0;0.29;0;2.06
Stanley N'Soki;FRA;DF;Hoffenheim;Bundesliga;23;1999;12.1;0.17;0.25;0;3.31
Nacho;ESP;DF;Real Madrid;La Liga;33;1990;5.6;0;0.54;0.36;2.14
Nikolas Nartey;DEN;DFMF;Stuttgart;Bundesliga;22;2000;4.1;0;0.73;0.24;2.44
Juanjo Narváez;COL;MFFW;Valladolid;La Liga;28;1995;1.6;0;0;0;0.63
Roberto Navarro;ESP;MFFW;Real Sociedad;La Liga;20;2002;3.5;0;2.86;0.57;1.71
Jesús Navas;ESP;DFFW;Sevilla;La Liga;37;1985;11.9;0;1.34;0;1.43
Keylor Navas;CRC;GK;Nott'ham Forest;Premier League;36;1986;2;0;0;0;0
